,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry
791,347,Aarhus Sct. Lukas Apotek,6,Frederiks Allé 178,8000.0,"01Jan1939 0:00:00,000",,1082.0,751.0,1082.0,"Frederiks Allé 178, 8000 Denmark",56.146221,10.193331,1939-01-01,,1939.0,,2008.0,POINT (10.193331 56.146221)
792,179,Aarhus Sct. Pauls Apotek,6,Jægergårdsgade 76,8000.0,01-01-1899 00:00,"01Jul2011 0:00:00,000",1082.0,751.0,1082.0,"Jægergårdsgade 76, 8000 Denmark",56.148094,10.20175,1899-01-01,2011-07-01,1899.0,2011.0,2008.0,POINT (10.20175 56.148094)
793,352,Aarhus Stjerne Apotek,6,Funch Thomsens Gade 3,8200.0,"01Jan1953 0:00:00,000",,1082.0,751.0,1082.0,"Funch Thomsens Gade 3, 8200 Denmark",56.174689,10.203284,1953-01-01,,1953.0,,2008.0,POINT (10.203284 56.174689)
794,040,Aarhus Svane Apotek,6,Vestergade 4,8000.0,01-01-1753 00:00,"01Aug2005 0:00:00,000",70.0,751.0,,"Vestergade 4, 8000 Denmark",56.157698,10.206519,1753-01-01,2005-08-01,1753.0,2005.0,2008.0,POINT (10.206519 56.157698)
796,317,Aarhus Trøjborg Apotek,13,Tordenskjoldsgade 30,8200.0,"01Jan1924 0:00:00,000",,1082.0,751.0,1082.0,"Tordenskjoldsgade 30, 8200 Denmark",56.170728,10.216452,1924-01-01,,1924.0,,2008.0,POINT (10.216452 56.170728)
797,178,Aarhus Vejlby Apotek,6,Vejlbygade 16 A,8240.0,01-01-1899 00:00,,1082.0,751.0,1082.0,"Vejlbygade 16 A, 8240 Denmark",56.195078,10.2138928,1899-01-01,,1899.0,,2008.0,POINT (10.2138928 56.195078)
798,331,Aarhus Viby Apotek,6,"Viby Ringvej 10, ST. 26",8260.0,"01Jan1933 0:00:00,000",,1082.0,751.0,1082.0,"Viby Ringvej 10, ST. 26, 8260 Denmark",56.191264,10.0726946,1933-01-01,,1933.0,,2008.0,POINT (10.0726946 56.191264)
799,337,Aarhus Åbyhøj Apotek,6,Haslevej 17,8230.0,"01Jan1936 0:00:00,000",,1082.0,751.0,1082.0,"Haslevej 17, 8230 Denmark",56.156458,10.164773,1936-01-01,,1936.0,,2008.0,POINT (10.164773 56.156458)
800,259,Aars Apotek,6,Søndergade 34,9600.0,"01Jan1905 0:00:00,000",,1081.0,820.0,1081.0,"Søndergade 34, 9600 Denmark",56.802114,9.519024,1905-01-01,,1905.0,,2008.0,POINT (9.519024 56.802114)
801,106,Aarup Apotek,6,Bredgade 25,5560.0,01-01-1859 00:00,"31Dec2008 0:00:00,000",1083.0,420.0,1083.0,"Bredgade 25, 5560 Denmark",55.381312,10.049612,1859-01-01,2008-12-31,1859.0,2008.0,2008.0,POINT (10.049612 55.381312)
802,189-1,Aarup Apotek,7,Bredgade 60,5560.0,"01Jan2009 0:00:00,000",,1083.0,420.0,1083.0,"Bredgade 60, 5560 Denmark",55.37892,10.0475,2009-01-01,,2009.0,,2009.0,POINT (10.0475 55.37892)
